id,log_feature,volume
11038,230,2
11038,308,2
10687,232,3
10687,230,2
10687,312,3
10687,308,3
10687,228,3
10687,229,1
10687,310,2
10687,309,1
7866,310,2
7866,232,2
7866,230,2
7866,308,2
7866,312,2
7866,233,1
7866,228,2
7866,235,1
3881,235,88
3881,230,5
3881,313,1
3881,228,5
3881,315,94
3881,310,5
3881,233,1
3881,308,5
12143,310,3
12143,235,172
12143,315,183
12143,232,1
12143,312,1
12143,230,3
12143,228,3
12143,308,3
3066,315,12
3066,235,12
6689,230,5
6689,233,1
6689,232,3
6689,308,5
6689,315,16
6689,313,1
6689,312,4
6689,229,1
6689,228,5
6689,310,5
6689,309,1
6689,235,17
6387,313,1
6387,230,1
6387,310,1
6387,228,1
6387,315,1
6387,308,1
11651,227,1
11651,312,1
11651,232,1
11651,307,1
3864,232,1
3864,307,1
3864,312,1
9441,228,5
9441,313,1
9441,308,5
9441,234,1
9441,314,1
9441,235,1
9441,233,1
9441,310,5
9441,230,5
9441,315,1
15640,310,3
15640,235,1
15640,315,1
15640,312,2
15640,230,3
15640,228,3
15640,308,3
15640,232,2
15640,233,1
15640,313,1
13801,308,3
13801,235,1
13801,230,4
13801,312,2
13801,232,1
13801,228,4
13801,233,1
13801,310,3
12836,309,2
12836,315,1
12836,229,1
12836,308,17
12836,233,1
12836,314,2
12836,230,14
12836,310,15
12836,228,17
12836,313,1
12836,235,1
12836,234,1
10058,310,20
10058,228,24
10058,308,23
10058,230,22
14839,234,1
14839,309,1
14839,229,1
14839,228,4
14839,314,1
14839,308,4
14839,310,3
14839,230,3
14839,232,4
14839,227,1
14839,307,1
14839,233,2
14839,312,4
14839,313,2
1810,308,1
1810,312,4
1810,229,1
1810,235,1
1810,309,1
1810,232,4
1810,228,1
1810,313,2
1810,233,2
1810,234,1
1810,310,1
1810,315,1
1810,314,1
1810,230,1
15538,230,1
4217,308,1
4217,230,1
4217,227,2
4217,232,2
4217,315,1
4217,310,1
4217,228,1
6838,308,1
6838,310,1
6838,232,3
6838,312,3
8619,230,1
8619,308,1
8619,315,1
8619,235,1
8619,228,1
8619,310,1
5714,228,3
5714,233,1
5714,235,1
5714,232,14
5714,230,3
5714,312,14
5714,227,14
5714,313,1
5714,310,3
5714,307,14
5714,308,3
5714,315,1
7137,228,4
7137,227,1
7137,230,4
7137,310,4
7137,232,4
7137,312,5
7137,307,1
7137,308,4
10001,233,1
10001,310,1
10001,312,2
10001,309,1
10001,228,1
10001,308,1
10001,235,1
10001,230,1
10001,229,1
10001,232,2
5785,233,1
5785,315,1
5785,308,15
5785,310,9
5785,235,1
5785,230,10
5785,228,16
5785,313,1
2162,228,1
2162,229,1
2162,308,1
2162,230,1
2162,309,1
2162,310,1
17358,228,2
17358,313,1
17358,315,1
17358,230,2
17358,310,3
17358,308,3
13837,309,1
13837,312,2
13837,232,2
13837,310,2
13837,308,2
13837,228,2
13837,230,2
13837,229,1
17034,234,1
17034,230,3
17034,232,2
17034,315,1
17034,228,3
17034,313,1
17034,310,3
17034,308,3
17034,235,1
17034,312,2
17034,314,1
17034,233,1
1933,233,1
1933,228,1
1933,310,1
1933,308,1
1933,232,2
1933,230,1
1933,307,1
1933,235,1
1933,312,3
12182,227,1
12182,232,1
18421,312,2
18421,309,1
18421,307,1
18421,233,1
18421,230,1
18421,232,1
18421,228,1
18421,235,1
12104,310,1
12104,312,1
12104,308,1
12104,313,1
12104,315,1
12104,232,1
3431,310,9
3431,233,1
3431,314,1
3431,234,1
3431,228,13
3431,312,2
3431,308,13
3431,230,9
3431,232,2
3431,235,1
2437,314,2
2437,313,3
2437,229,2
2437,308,1
2437,312,7
2437,230,1
2437,232,7
2437,307,2
2437,309,2
2437,315,1
2437,228,1
2437,227,2
2437,310,1
2437,234,1
2437,233,1
17751,230,1
17751,310,1
17751,228,1
17751,308,1
3429,308,1
3429,235,1
3429,312,1
3429,310,1
3429,230,2
3429,134,1
3429,228,2
3429,301,2
3429,219,2
3429,233,1
11150,315,1
11150,313,3
11150,312,2
11150,307,2
11150,310,1
11150,308,1
11150,232,2
7952,134,1
7952,219,1
7952,301,1
10593,315,2
10593,235,2
10593,230,1
10593,313,1
10593,309,1
10593,308,1
10593,228,1
10593,314,1
10593,307,1
10593,229,1
10593,233,1
10593,232,4
10593,310,1
10593,312,3
516,312,12
516,232,10
17647,227,1
17647,312,9
17647,232,7
17647,315,1
17647,307,1
10956,315,1
10956,233,1
10956,313,1
10956,235,1
10956,307,1
10956,312,1
10956,232,1
2550,313,1
2550,227,2
2550,235,1
2550,315,1
2550,312,1
2550,232,3
2550,233,1
14153,310,1
14153,313,1
14153,308,1
14153,314,1
5081,313,1
5081,233,1
12379,310,1
12379,308,1
1663,301,1
1663,134,1
1663,308,2
1663,310,2
1663,230,2
1663,313,1
1663,235,1
1663,233,1
1663,315,1
1663,228,2
10627,312,1
10627,315,1
10627,233,1
10627,232,1
10627,235,1
10627,228,1
10627,310,1
10627,308,1
10627,230,1
10627,313,1
2656,313,1
2656,232,1
2656,233,1
2656,312,1
4317,308,1
15568,313,1
15568,312,1
16021,232,1
16021,235,1
16021,233,1
16021,313,1
16021,315,1
16021,228,1
16021,312,1
16021,310,1
16021,308,2
15156,230,1
15156,232,2
15156,313,4
15156,233,1
15156,314,1
15156,234,1
15156,310,1
15156,228,1
15156,308,1
15156,312,4
2763,234,1
2763,310,3
2763,229,1
2763,228,4
2763,309,1
2763,308,3
2763,230,4
2763,232,3
2763,233,1
2763,312,4
2763,315,1
2763,235,2
2763,314,1
10136,228,1
10136,233,2
10136,235,2
10136,315,2
10136,313,1
10136,230,1
10136,308,1
6212,315,1
6212,219,1
6212,312,2
6212,134,1
6212,310,2
6212,307,2
6212,308,2
6212,230,2
6212,313,2
6212,314,2
6212,301,1
6212,228,2
6212,309,1
12478,228,2
12478,227,1
12478,235,1
12478,233,1
12478,230,2
12478,232,1
12478,312,1
9898,308,1
9898,315,1
9898,235,2
9898,310,2
9898,232,1
9898,227,1
9898,229,1
9898,228,1
9898,307,2
9898,230,2
9898,312,5
9898,309,1
9406,232,2
9406,230,7
9406,313,1
9406,309,1
9406,228,6
9406,315,1
9406,312,2
9406,310,6
9406,308,6
9406,229,1
16763,312,1
8466,310,1
8466,228,1
8466,308,2
8466,232,1
8466,312,1
8466,315,1
8466,314,1
8466,234,1
8466,233,1
8466,235,1
9727,313,2
9727,234,1
9727,314,2
9727,233,1
6427,315,1
6427,307,2
6427,312,4
6427,314,1
6427,313,1
636,312,1
636,232,1
17830,227,1
17830,312,2
17830,232,3
5783,313,1
5783,312,3
5783,307,1
5783,232,1
11301,312,2
11301,314,1
11301,313,1
1059,235,2
1059,233,2
1059,313,3
1059,228,2
1059,308,2
1059,310,2
1059,230,2
1059,315,3
8316,313,1
8316,308,1
8316,310,1
8316,315,3
8316,233,1
8316,235,2
13219,312,2
13219,313,1
13219,310,1
13219,315,1
13219,230,1
13219,308,1
13219,228,1
13219,233,1
13219,232,2
8750,314,1
8750,312,2
8750,233,1
8750,227,1
8750,313,1
8750,232,1
8750,315,2
8750,235,8
15676,310,7
15676,308,7
15676,307,3
15676,233,5
15676,312,8
15676,230,5
15676,227,2
15676,232,5
15676,235,7
15676,228,5
15676,313,5
15676,315,5
17019,232,3
17019,234,2
17019,235,5
17019,312,3
17019,313,6
17019,230,4
17019,310,4
17019,228,3
17019,233,6
17019,314,2
17019,315,6
17019,308,4
13987,228,3
13987,310,3
13987,235,1
13987,230,3
13987,233,1
13987,308,3
13987,314,1
13987,312,8
13987,313,1
13987,315,1
13987,232,2
8062,314,1
8062,313,2
8062,308,1
8062,312,4
8062,228,1
8062,315,1
8062,233,1
8062,310,1
8062,230,1
8062,234,1
8062,232,1
4285,232,4
4285,228,1
4285,312,5
4285,230,1
7944,235,1
7944,233,1
10567,312,4
10567,232,1
3336,234,1
3336,314,1
3336,315,1
3336,228,2
3336,232,5
3336,313,1
3336,312,5
3336,310,2
3336,230,2
3336,308,2
5526,230,4
5526,310,4
5526,308,4
5526,228,4
3279,315,1
4608,315,1
4608,313,1
4184,233,2
4184,313,1
4184,235,1
11294,312,2
3201,312,1
3201,307,1
14132,310,1
14132,315,1
14132,308,1
14132,313,1
14345,315,1
14345,313,1
14345,233,1
14345,235,1
14345,230,2
14345,228,2
14345,310,2
14345,308,2
8897,232,2
8897,312,2
15400,235,1
15400,228,1
15400,233,1
15400,230,1
15657,234,1
15657,314,1
15657,313,1
15657,315,1
4103,309,1
4103,314,1
4103,233,1
4103,234,1
4103,313,1
4103,312,1
13733,315,1
13733,307,1
13733,227,2
13733,233,2
13733,235,3
13733,312,1
13733,232,2
13346,233,2
13346,313,2
13346,314,2
13346,234,2
2992,235,1
2992,232,1
2992,233,1
2992,230,2
2992,228,2
2992,308,1
2992,312,1
2992,310,1
3064,134,1
3064,314,1
3064,235,1
3064,234,1
3064,219,1
3064,233,1
12216,308,2
12216,230,2
12216,312,2
12216,235,2
12216,228,2
12216,315,1
12216,233,2
12216,307,2
12216,310,2
12216,313,1
8804,54,4
8804,170,4
13299,219,1
13299,134,1
7297,54,4
7313,54,10
7313,170,10
13382,1,1
13382,170,1
13382,54,1
13382,127,4
13382,212,8
13382,136,1
16525,54,1
2847,54,2
2847,170,2
18408,170,3
18408,54,2
3306,68,3
3306,54,2
3306,240,2
3306,319,2
8247,68,1
8247,170,1
1621,170,1
14811,83,2
14811,209,2
14811,204,2
14811,87,2
14811,182,1
14811,170,4
14811,54,4
14811,62,1
3916,209,2
3916,155,3
3916,182,1
3916,170,4
3916,204,2
3916,68,1
10610,170,4
10610,68,4
4741,212,1
4741,127,1
13137,170,3
18388,54,3
18388,170,3
15584,170,1
15584,54,1
15183,54,1
13282,134,1
13282,219,1
14297,170,5
14297,54,5
14605,206,6
14605,85,6
14605,54,11
14605,170,10
9891,54,2
9891,170,2
1992,170,1
1992,54,2
11345,54,2
11345,170,2
11345,68,1
11281,170,1
11281,68,1
9421,170,6
9421,87,2
9421,62,1
9421,182,1
9421,83,2
9421,204,2
9421,209,2
9421,54,6
4148,54,2
4148,204,2
4148,209,2
4148,155,3
4148,182,1
4148,170,6
1924,68,2
1924,170,24
1924,54,20
4922,170,3
4922,68,1
13823,201,1
13823,80,1
11808,201,2
11808,80,2
4418,74,2
4418,196,2
5561,74,1
5561,188,1
5561,196,1
5561,66,1
10477,196,1
11173,196,1
11173,74,1
1413,219,1
1413,134,1
15021,66,7
15021,188,7
14464,66,1
14464,188,1
5322,66,1
5322,74,5
18131,73,6
4161,217,1
4161,132,1
12690,133,1
12690,218,1
13079,133,1
13079,132,1
2185,73,6
2185,195,6
2185,132,1
2185,157,3
2185,217,1
2048,218,2
2048,133,2
11776,68,2
777,218,1
777,133,1
777,195,6
5427,73,1
1803,73,2
753,73,2
9501,73,5
9501,195,8
9127,195,11
9127,73,9
9476,73,7
9476,195,7
14445,195,4
14445,73,3
1786,73,4
1786,195,2
18249,73,1
18249,195,4
12988,195,2
12988,73,1
482,219,1
9789,195,2
9789,73,2
3420,134,1
3420,219,1
4544,73,6
4544,195,8
9529,73,4
9529,195,4
13473,195,1
13473,73,6
12633,73,3
9781,195,19
9781,73,22
9782,195,31
9782,73,41
1918,195,3
1918,73,4
16548,195,1
16548,73,3
4557,73,1
4290,195,1
4290,73,1
11061,73,2
11061,195,4
16193,195,1
14460,73,3
14460,195,3
12561,73,2
2869,195,1
2869,73,2
8122,195,3
8122,73,5
4084,73,21
4084,195,5
15811,195,2
15811,73,1
1637,73,4
1637,195,1
350,73,3
350,195,2
15736,73,6
15736,195,1
14261,73,16
14261,195,6
16593,73,18
16593,195,6
17605,73,8
17605,195,5
14326,73,18
14326,195,9
14679,73,6
14140,73,2
14140,195,1
12233,73,19
12233,195,29
12233,109,6
12084,195,23
12084,73,8
17502,109,3
17502,73,6
17502,195,21
14463,73,337
14463,109,372
14463,195,3
14463,24,1
812,73,312
812,24,2
812,109,364
12487,73,6
12487,195,1
12487,109,13
16240,73,2
16240,195,3
1598,157,9
1598,42,9
17515,42,7
17515,157,7
6823,76,1
6823,74,8
16724,74,1
12811,74,1
12811,172,24
12811,56,27
12811,196,1
9853,66,5
9853,188,5
479,188,1
479,66,1
34,153,1
34,56,1
34,172,1
34,134,1
34,196,39
34,74,39
34,219,1
17416,74,2
17416,188,2
17416,196,2
17416,66,2
17853,74,4
17853,196,4
11459,196,2
11459,74,2
11887,74,2
11887,196,1
16818,74,4
16818,196,3
5510,74,1
5510,196,1
17033,74,1
17033,188,1
17033,196,2
17033,66,1
7978,134,1
7978,219,1
7853,66,2
7853,188,2
17533,74,1
17533,196,1
17533,188,2
17533,66,4
17533,360,1
17533,362,1
3043,188,1
3043,66,2
1677,360,1
1677,362,1
1677,134,1
1677,219,1
810,362,2
810,360,2
14310,362,1
14310,360,1
3308,66,1
3308,196,1
3308,188,1
3308,74,1
7076,68,2
7076,179,1
7076,273,2
3640,273,2
3640,68,2
15800,170,2
15800,68,2
11130,179,2
11130,68,4
11130,273,2
11687,54,5
11687,170,4
15539,54,1
2580,306,1
2580,223,1
8392,54,2
8392,179,6
8392,68,6
8392,170,4
8616,170,6
8616,68,7
8616,54,6
8616,179,7
2407,68,2
2407,273,1
17448,54,4
17448,345,1
17448,179,3
17448,170,3
17448,68,4
17448,273,4
4249,68,5
4249,179,3
4249,345,2
4249,273,2
1294,273,3
1294,170,5
1294,54,4
6818,68,2
6818,345,2
6818,179,1
5681,54,1
5681,170,1
10981,134,1
10981,219,1
11271,345,3
11271,68,2
11271,179,2
11271,273,2
3594,170,1
3594,68,1
3242,54,3
17567,170,2
17567,68,2
17567,54,2
5736,68,1
13353,134,1
11198,68,1
11198,273,1
16865,273,1
16865,68,2
8840,68,1
13974,345,1
13974,273,4
13974,54,2
13974,68,4
4339,68,3
4339,273,2
14540,68,1
14540,273,1
183,273,2
183,68,6
13862,54,1
2590,345,2
2590,68,4
12015,345,4
12015,54,6
12015,273,4
12015,170,3
16141,273,1
16141,170,1
16141,54,1
8599,68,5
8599,273,1
8599,54,3
8599,170,3
5484,68,6
5484,170,3
5484,54,3
5484,273,2
9610,273,2
9610,345,4
11215,273,1
11215,54,1
11215,170,2
9944,8,1
3861,179,3
3861,273,2
3861,345,1
3861,68,5
7452,345,1
7452,273,1
11994,54,3
11994,170,2
4651,68,1
861,170,9
861,54,7
6321,179,2
6321,54,1
6321,273,1
6321,345,2
6321,68,2
5379,179,2
5379,345,1
5379,273,1
5379,68,2
3693,54,6
3693,68,4
3693,345,2
3693,179,4
3693,273,2
3693,170,6
5190,209,2
5190,170,25
5190,118,1
5190,345,5
5190,273,1
5190,54,50
5340,273,3
5340,68,4
5340,179,4
5340,345,1
8566,273,1
8566,179,1
8566,68,1
4146,345,1
4146,54,1
11291,179,5
11291,68,10
11291,273,2
3842,220,1
2353,167,2
2353,51,1
10530,51,1
14233,171,2
14233,55,5
4747,55,2
4747,171,1
5043,171,2
5043,55,1
16588,219,1
16588,134,1
3156,171,4
3156,55,4
14994,55,1
6749,173,1
6749,161,1
6749,57,1
6749,45,1
4300,173,1
4300,161,1
7624,315,264
7624,235,229
3974,235,8
3974,315,9
1351,232,6
1351,235,1
1351,230,2
1351,310,2
1351,309,1
1351,308,2
1351,313,1
1351,233,1
1351,315,1
1351,307,2
1351,228,2
1351,312,8
9485,230,1
9485,228,1
13841,230,3
13841,308,4
13841,228,4
13841,310,4
13841,232,1
13841,312,1
17730,230,6
17730,308,6
17730,233,2
17730,232,2
17730,310,6
17730,235,1
17730,312,1
17730,313,2
17730,315,1
17730,227,1
17730,228,6
3451,227,1
3451,232,1
1789,232,2
1789,309,1
1789,312,2
12373,170,2
12373,87,1
12373,209,1
12373,54,2
9276,209,4
9276,87,8
6418,170,1
15844,170,1
15844,54,1
14903,134,1
14903,219,1
6218,170,1
6218,54,2
6218,68,1
8662,170,4
8662,54,3
2842,134,1
16558,54,1
2499,68,1
5839,54,3
5839,170,2
1601,209,2
1601,87,2
6416,62,1
6416,54,7
6416,170,7
6416,182,1
5272,68,1
5272,170,7
5272,182,1
11395,170,2
11395,54,3
6644,68,1
6644,170,2
13239,54,1
7912,54,5
883,54,2
4460,54,2
4460,170,2
8134,170,3
8134,54,3
3726,68,2
9647,170,4
9647,54,8
1481,54,9
1481,170,8
12651,54,2
12651,170,2
14467,54,1
13883,68,1
11694,87,6
11694,209,6
6450,54,3
9885,134,1
9885,68,1
9885,170,1
9885,219,1
16982,170,3
16982,54,3
816,170,5
816,54,3
18544,170,1
18544,54,1
7476,54,1
7476,170,2
16998,54,4
16998,170,5
3234,170,1
3234,54,2
550,170,6
550,54,7
7951,170,1
12236,54,1
3824,54,3
3824,170,2
7319,54,9
7319,62,1
7319,170,9
7319,182,1
242,182,1
242,170,9
14552,170,2
14552,54,2
4618,54,10
4618,170,8
17659,170,6
17659,54,23
1053,54,2
12082,170,3
12082,54,2
12284,54,6
12284,170,8
12886,20,9
12886,170,9
12886,103,600
12886,54,435
3164,54,18
3164,103,17
3164,170,5
7645,103,6
7645,170,4
7645,54,13
13432,103,55
13432,54,108
13432,170,17
16455,170,4
16455,54,9
6300,170,13
6300,103,34
6300,54,92
12668,170,46
12668,54,206
12668,103,3
5853,54,13
5853,170,5
13531,85,1
11531,54,1
15962,170,1
15962,54,1
11194,170,2
11194,54,2
13461,182,1
13461,207,1
13461,54,5
13461,62,1
13461,170,5
13461,86,1
2223,207,1
2223,170,5
2223,182,1
18197,54,5
18197,170,6
4532,170,1
4532,54,1
2280,54,1
2280,170,28
2280,207,1
2280,68,1
2280,206,1
2280,209,12
2280,182,1
10377,54,1
14909,54,2
10988,170,1
8765,170,2
8765,68,1
10535,68,2
17650,54,2
17650,170,3
17650,68,1
14443,209,1
7420,134,1
2505,170,1
2505,54,1
8567,54,1
8567,170,3
3130,54,1
3130,170,2
7148,54,6
1225,170,2
1225,54,2
8116,68,1
8116,54,1
8116,170,2
15425,54,3
8950,54,6
8950,170,3
13229,54,3
13229,170,2
5227,54,2
5227,170,1
3225,86,1
3225,207,1
3225,170,8
3225,62,1
3225,182,1
3225,54,8
16461,170,7
16461,182,1
16461,207,1
16461,54,2
10380,54,3
10380,170,5
10615,54,3
10615,170,3
1946,87,3
12408,54,2
12408,209,3
12408,87,2
12408,170,2
8875,54,3
8875,170,1
10924,209,1
10924,87,3
14166,87,2
11915,87,1
11915,209,2
5553,87,1
5553,207,1
7234,54,2
7234,170,3
9260,54,2
9260,206,2
9260,170,1
9260,68,1
4738,170,3
4738,54,8
9379,170,8
9379,280,1
9379,54,11
256,54,2
15359,54,1
7404,54,2
10286,54,2
10286,170,1
16899,54,2
3672,170,7
3672,54,5
9443,54,1
16520,170,2
18494,54,5
18494,170,8
9363,54,3
9363,170,3
5451,170,6
5451,54,5
2540,54,11
2540,170,10
11545,54,2
11545,170,3
4678,170,3
4678,54,5
11899,54,4
11899,170,5
10518,54,4
10518,170,3
11425,170,2
11425,54,6
2274,54,6
2274,170,3
12111,170,19
12111,54,2
12111,164,2
12111,209,4
8361,170,1
7124,54,2
7124,170,1
7124,306,1
7124,174,1
7124,87,1
7124,280,1
7124,58,2
9762,58,1
9762,87,1
9762,302,4
9762,306,6
9762,280,1
6467,279,1
8132,223,1
8132,306,2
8132,87,3
6033,306,1
6033,87,1
17643,48,1
17643,207,1
17643,164,1
17643,170,3
17643,86,1
17643,54,3
13469,54,1
13469,219,1
13469,58,3
13469,134,1
8117,54,1
17299,306,1
11377,170,4
2655,87,1
14490,171,1
14490,55,1
11330,167,1
11330,51,1
1974,68,1
2793,149,6
2793,54,1
2793,170,21
2793,15,6
2793,68,2
2793,135,2
2793,134,2
2793,219,1
2793,220,1
2793,87,5
4758,54,1
4758,170,1
6609,209,1
6609,87,1
17706,170,1
1319,54,2
1319,170,1
5464,54,1
14197,68,1
14197,170,1
13632,134,1
9981,54,16
9981,170,16
3755,170,16
8990,68,1
160,209,2
15823,54,1
8240,68,1
13506,68,1
6462,182,1
6462,113,1
6462,68,1
6462,220,2
6462,134,1
6462,85,2
6462,149,6
6462,135,2
6462,87,5
6462,207,1
6462,209,3
6462,26,1
6462,170,22
6462,54,2
6462,15,6
2219,170,1
2219,54,1
13081,134,1
13081,219,1
7423,209,1
7423,87,1
7766,54,1
3988,54,2
2017,54,1
2017,170,3
14425,54,2
14425,170,2
1298,170,1
17829,54,1
17829,170,1
948,54,4
948,170,6
948,68,2
2576,182,1
2576,170,18
2576,54,18
2576,62,1
4791,170,18
4791,182,1
11063,54,2
13470,134,1
13470,219,1
12437,134,1
8903,219,1
8903,134,1
8903,301,1
8903,221,1
12804,219,1
12804,134,1
8910,221,1
8910,301,1
12399,301,2
12399,221,2
2397,227,2
2397,181,1
2397,232,2
2397,307,1
2397,312,1
2397,160,1
2397,211,1
7057,232,2
7057,227,2
7057,307,3
7057,312,2
17474,219,1
17474,301,1
17474,134,1
14781,312,1
11712,312,1
11712,232,1
10512,134,1
10512,219,1
5105,134,1
5105,219,1
17671,134,1
3330,203,12
3330,82,20
11914,56,1
11914,172,1
15304,82,22
15304,203,12
132,203,6
132,82,14
17156,203,24
17156,82,28
6814,82,18
6814,203,10
8577,82,30
8577,203,8
3733,203,6
3733,82,3
8680,203,2
8680,82,21
9962,82,12
9962,203,1
12361,203,3
12361,82,8
3942,82,6
3942,203,8
11236,82,11
11236,203,10
12958,203,8
12958,82,9
11539,203,12
11539,82,11
1173,82,2
5325,203,20
5325,82,24
17974,82,7
17974,203,7
14534,203,3
14534,82,11
18496,82,14
18496,203,10
7568,82,50
7568,203,20
5771,203,12
5771,82,28
2654,203,19
2654,82,48
9008,203,9
9008,82,16
6666,203,14
6666,82,17
10770,82,22
10770,203,14
6744,203,3
6744,82,4
10073,82,5
10073,203,1
7203,203,6
7203,82,4
13574,82,16
13574,203,8
2706,203,9
2706,82,26
9028,203,7
9028,82,11
9378,82,14
9378,203,12
2787,203,8
2787,82,18
16787,203,21
16787,82,51
5011,82,7
5011,203,8
9579,203,13
9579,82,24
1255,203,2
1255,82,4
17727,203,36
17727,82,52
4729,203,8
4729,82,14
5247,82,2
5247,203,1
12987,203,4
12987,82,12
16192,203,5
16192,82,6
17573,82,24
17573,203,7
15788,82,8
15788,203,7
5722,82,4
9078,82,8
9078,203,4
12592,82,32
12592,203,13
708,203,4
708,82,32
9603,203,2
9603,82,12
9860,82,50
9860,203,4
16480,82,8
18088,82,34
18088,203,16
18088,68,2
15001,82,10
15001,203,4
16425,82,28
16425,203,13
13320,203,12
13320,82,44
2100,82,8
2100,80,1
2100,201,2
2100,203,3
11320,82,18
11320,203,14
477,203,2
477,82,23
15076,203,1
15076,82,28
7910,82,12
7910,203,6
13578,82,16
11316,203,3
11316,82,10
1245,172,2
1245,56,2
1245,82,2
6028,82,10
18323,203,6
18323,82,10
18005,82,12
17342,82,6
7269,82,32
7269,203,12
17874,203,1
17874,82,4
12872,82,32
12872,203,1
5589,82,16
5589,203,3
18528,82,14
18528,203,4
9910,203,2
9910,82,26
13005,82,19
1110,82,37
1110,203,14
12442,80,1
12442,82,38
9611,203,3
9611,82,24
11875,203,11
11875,82,44
14868,82,6
14868,203,2
12353,82,26
4526,82,8
4526,203,2
10721,82,10
10721,203,2
8079,203,2
